MMC,Marsh & McLennan,Financials
MLM,Martin Marietta Materials,Materials
MAS,Masco Corp.,Industrials
MA,Mastercard Inc.,Information Technology
MXIM,Maxim Integrated Products Inc,Information Technology
MKC,McCormick & Co.,Consumer Staples
MCD,McDonald's Corp.,Consumer Discretionary
MCK,McKesson Corp.,Health Care
MDT,Medtronic plc,Health Care
MRK,Merck & Co.,Health Care
MET,MetLife Inc.,Financials
MTD,Mettler Toledo,Health Care
MGM,MGM Resorts International,Consumer Discretionary
MCHP,Microchip Technology,Information Technology
MU,Micron Technology,Information Technology
MSFT,Microsoft Corp.,Information Technology
MAA,Mid-America Apartments,Real Estate
MHK,Mohawk Industries,Consumer Discretionary
TAP,Molson Coors Beverage Company,Consumer Staples
MDLZ,Mondelez International,Consumer Staples
MNST,Monster Beverage,Consumer Staples
MCO,Moody's Corp,Financials
MS,Morgan Stanley,Financials
MSI,Motorola Solutions Inc.,Information Technology
MSCI,MSCI Inc,Financials
MYL,Mylan N.V.,Health Care
NDAQ,Nasdaq Inc.,Financials
NOV,National Oilwell Varco Inc.,Energy
NTAP,NetApp,Information Technology
NFLX,Netflix Inc.,Communication Services
NWL,Newell Brands,Consumer Discretionary
NEM,Newmont Corporation,Materials
NWSA,News Corp. Class A,Communication Services
NWS,News Corp. Class B,Communication Services
NEE,NextEra Energy,Utilities
NLSN,Nielsen Holdings,Industrials
NKE,Nike Inc.,Consumer Discretionary
NI,NiSource Inc.,Utilities
NBL,Noble Energy,Energy
NSC,Norfolk Southern Corp.,Industrials
NTRS,Northern Trust Corp.,Financials
NOC,Northrop Grumman,Industrials
NLOK,NortonLifeLock,Information Technology
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary
NRG,NRG Energy,Utilities
NUE,Nucor Corp.,Materials
NVDA,Nvidia Corporation,Information Technology
NVR,NVR Inc.,Consumer Discretionary
ORLY,O'Reilly Automotive,Consumer Discretionary
OXY,Occidental Petroleum,Energy