ADBE,Nasdaq
BABA,"New York Stock Exchange, Inc."
GOOG,Nasdaq
AAPL,Nasdaq
ANET,"New York Stock Exchange, Inc."
532493,BSE LTD
BIDU,Nasdaq
BNFT,Nasdaq
CTSH,Nasdaq
CSU,Toronto Stock Exchange
DSCV,London Stock Exchange
DXC,"New York Stock Exchange, Inc."
ENGH,Toronto Stock Exchange
FB,Nasdaq
601138,Shanghai Stock Exchange
GRPN,Nasdaq
002415,Shenzhen Stock Exchange
532281,BSE LTD
532129,BSE LTD
500209,BSE LTD
535648,BSE LTD
MANH,Nasdaq
03690,Hong Kong Exchanges And Clearing Ltd
MCRO,London Stock Exchange
MSFT,Nasdaq
532819,BSE LTD
NTES,Nasdaq
500304,BSE LTD
NXPI,Nasdaq
ORCL,"New York Stock Exchange, Inc."
SGE,London Stock Exchange
SHOP,Toronto Stock Exchange
SINA,Nasdaq
WORK,"New York Stock Exchange, Inc."
SOHU,Nasdaq
532540,BSE LTD
532755,BSE LTD
00700,Hong Kong Exchanges And Clearing Ltd
NCTY,Nasdaq
TWTR,"New York Stock Exchange, Inc."
UTSI,Nasdaq
507685,BSE LTD
ZNGA,Nasdaq