AEP,"New York Stock Exchange, Inc"
AWK,"New York Stock Exchange, Inc"
T,"New York Stock Exchange, Inc"
BCE,Toronto Stock Exchange
532454,BSE LTD
BT.A,London Stock Exchange
CU,Toronto Stock Exchange
ELET3,"B3 S.A. - Brasil, Bolsa, Balcão"
ELET6,"B3 S.A. - Brasil, Bolsa, Balcão"
384,Hong Kong Exchanges And Clearing Ltd
941,Hong Kong Exchanges And Clearing Ltd
CHL,"New York Stock Exchange, Inc."
CHA,"New York Stock Exchange, Inc."
CHU,"New York Stock Exchange, Inc."
600900,Shanghai Stock Exchange
SBSP3,"B3 S.A. - Brasil, Bolsa, Balcão"
D,"New York Stock Exchange, Inc"
ENGI11,"B3 S.A. - Brasil, Bolsa, Balcão"
CMIG4,"B3 S.A. - Brasil, Bolsa, Balcão"
EGIE3,"B3 S.A. - Brasil, Bolsa, Balcão"
EQTL3,"B3 S.A. - Brasil, Bolsa, Balcão"
FE,"New York Stock Exchange, Inc."
532155,BSE LTD
GOGO,Nasdaq
GTT,"New York Stock Exchange, Inc."
517300,BSE LTD
HNP,"New York Stock Exchange, Inc."
500108,BSE LTD
MSEX,Nasdaq
NFG,"New York Stock Exchange, Inc."
532555,BSE LTD
PCG,"New York Stock Exchange, Inc."
532898,BSE LTD
SRE,"New York Stock Exchange, Inc."
SVT,London Stock Exchange
SJW,"New York Stock Exchange, Inc"
SO,"New York Stock Exchange, Inc."
SSE,London Stock Exchange
500400,BSE LTD
VIVT4,"B3 S.A. - Brasil, Bolsa, Balcão"
YORW,Nasdaq
TIMP3,"B3 S.A. - Brasil, Bolsa, Balcão"
UGI,"New York Stock Exchange, Inc."
UU,London Stock Exchange
VZ,"New York Stock Exchange, Inc"
VOD,London Stock Exchange
VOD,Nasdaq